x-coordinate,y-coordinate,Similarity_score
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\11616FF9F32375F9425378BBD573A433399B9C1C6D1E45EAB586AA83F7205F6E,0.9999541272620724
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\120EAF36D66D8F48F14B1F4C3CBEF432B8E4B84224B87C947D803AA065B7624D,0.9999541272620724
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\1B88E418DCD09500330C932F35780956A4E446D677A6F00A24E8B870DF268D2B,0.9999093505136776
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\1D28731C28FBE782D7F1A5E60F79DAC366AF5C814A88B4EA5F3352304A81D730,0.9999999999999998
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\1E04A5D7B5EA27AAA736453178DA737AE7E351177C07DEF3650A62EE03747E31,0.9999999999999998
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\307FD5245979344A9FAB34E46FBBD8B52DFB17F1DB0B782AF6A4FDF39C76DCCE,0.9999541272620724
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\33DBE00282637631FCC026814181D77A930F822DB4190B67EFB99F6C70A46134,0.9999125419485652
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\495D5C4F140B6C722DA2AF9EC9927A48BEE09710C6077F3F8C1FDE5F0C3DA70A,0.9999541861059205
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\4F6B3C47C77EAF3E975C02217BAFC01DA1FE77806BD23517FEF1001FDD45BC7C,0.9999541272620724
C:\cs599\polar-fulldump\com\ytimg\i\033E87ADBDC6705AEE59E194E914F7EE0210E0B3990DE658169FFAE7FD677421,C:\cs599\polar-fulldump\com\ytimg\i\65BC73CD4144457C5BBE66BB43B41A9C6E9CEC1D2FDADCCECEB6B70854228773,0.9999332739277579
